TaxonID	3847	
Satt257	Seed yield 30-4	Seed yield
Satt258	Seed oil 35-2	Seed oil
Satt259	Plant height 35-4	Plant height
Satt259	Pod maturity 28-6	Pod maturity
Satt259	Reproductive stage length 5-5	Reproductive stage length
Satt259	SCN 38-4	SCN
Satt259	Seed oil 43-35	Seed oil
Satt259	Seed protein 36-40	Seed protein
Satt259	Seed yield 25-3	Seed yield
Satt259	Seed yield 25-4	Seed yield
Satt259	Seed yield 28-9	Seed yield
Satt260	Chlorophyll flourescence ETo/TRo 1-2	Chlorophyll flourescence ETo/TRo
Satt260	Chlorophyll flourescence PIabs 1-2	Chlorophyll flourescence PIabs
Satt260	Internode length 1-6	Internode length
Satt260	Internode length 1-6	Internode length
Satt260	Sclero 2-17	Sclero
Satt260	Sclero 3-12	Sclero
Satt260	SCN 34-3	SCN
Satt260	SCN 34-3	SCN
Satt260	Seed daidzein 4-3	Seed daidzein
Satt260	Seed length to thickness ratio 1-5	Seed length to thickness ratio
Satt260	Seed stearic 5-5	Seed stearic
Satt260	Seed tocopherol, delta 3-6	Seed tocopherol, delta
Satt260	Seed tocopherol, gamma 3-8	Seed tocopherol, gamma
Satt262	First flower 13-10	First flower
Satt263	Branching 1-5	Branching
Satt263	cqSeed weight-002	Seed weight
Satt263	Plant height 24-8	Plant height
Satt263	Pod maturity 31-2	Pod maturity
Satt263	Pod maturity 37-2	Pod maturity
Satt263	Sclero 9-4	Sclero
Satt263	Seed linolenic 4-1	Seed linolenic
Satt263	Seed linolenic 4-1	Seed linolenic
Satt263	Seed N at R5 1-6	Seed N at R5
Satt263	Seed N at R7 1-4	Seed N at R7
Satt263	Seed oil plus protein 1-4	Seed oil plus protein
Satt263	Seed oleic 4-1	Seed oleic
Satt263	Seed oleic 4-1	Seed oleic
Satt263	Seed protein 27-2	Seed protein
Satt263	Seed weight 34-12	Seed weight
Satt263	Seed weight 36-12	Seed weight
Satt263	Seed weight 50-6	Seed weight
Satt263	Seed weight 50-8	Seed weight
Satt263	Seed width to thickness ratio 1-5	Seed width to thickness ratio
Satt263	Seed yield 28-5	Seed yield
Satt264	Seed agglutinin 1-6	Seed agglutinin
Satt264	Seed protein 36-30	Seed protein
Satt266	Canopy wilt 2-1	Canopy wilt
Satt266	Phytoph 1-2	Phytoph
Satt266	Phytoph 3-2	Phytoph
Satt266	Plant height 33-3	Plant height
Satt266	Plant height 34-3	Plant height
Satt266	Reproductive stage length 7-1	Reproductive stage length
Satt266	Seed length to width ratio 1-2	Seed length to width ratio
Satt266	Seed tocopherol, alpha 1-3	Seed tocopherol, alpha
Satt266	Seed tocopherol, alpha 2-3	Seed tocopherol, alpha
Satt266	Seed tocopherol, gamma 1-5	Seed tocopherol, gamma
Satt266	Seed tocopherol, gamma 2-5	Seed tocopherol, gamma
Satt267	Pubescence density 2-4	Pubescence density
satt267	Root density, lateral 2-1	Root density, lateral
satt267	Shoot weight 4-1	Shoot weight
Satt268	SCN 38-1	SCN
Satt268	Seed N at R7 1-3	Seed N at R7
Satt268	Seed protein 41-2	Seed protein
Satt268	Seed weight 36-12	Seed weight
Satt269	Leaflet P 1-1	Leaflet P
Satt269	Node number 1-5	Node number
Satt269	Node number 2-3	Node number
Satt269	Pod wall to Pod weight ratio 1-2	Pod wall to Pod weight ratio
Satt269	Pod wall weight 1-6	Pod wall weight
Satt269	Seed length to thickness ratio 1-3	Seed length to thickness ratio
Satt269	Seed length to width ratio 1-8	Seed length to width ratio
Satt269	Seed oil 24-4	Seed oil
Satt269	Seed set, 4 per pod 1-5	Seed set, 4 per pod
Satt269	Seed weight 46-1	Seed weight
Satt269	Seed width to thickness ratio 1-4	Seed width to thickness ratio
Satt270	First flower 21-2	First flower
Satt270	SDS 15-9	SDS
Satt270	Seed oil 24-6	Seed oil
Satt270	Seed oil 27-4	Seed oil
Satt270	Seed palmitic 10-2	Seed palmitic
Satt270	Seed protein 26-5	Seed protein
Satt270	Seed protein 34-11	Seed protein
Satt270	Seed set, 4 per pod 1-2	Seed set, 4 per pod
Satt270	Seed stearic 8-11	Seed stearic
Satt270	Seed tocopherol, alpha 3-4	Seed tocopherol, alpha
Satt270	Seed tocopherol, delta 3-4	Seed tocopherol, delta
Satt270	Seed tocopherol, gamma 3-4	Seed tocopherol, gamma
Satt270	Seed tocopherol, total 3-3	Seed tocopherol, total
satt271	Root density, lateral 2-2	Root density, lateral
Satt271	Seed isoflavone 11-1	Seed isoflavone
Satt271	Seed oil 24-3	Seed oil
Satt271	Seed weight 37-10	Seed weight
Satt271	Seed weight 49-9	Seed weight
Satt272	Leaflet length 10-4	Leaflet length
Satt272	Seed oil 43-4	Seed oil
Satt272	Seed stearic 5-1	Seed stearic
Satt273	Chlorophyll flourescence ETo/TRo 1-2	Chlorophyll flourescence ETo/TRo
Satt273	Chlorophyll flourescence PIabs 1-2	Chlorophyll flourescence PIabs
Satt273	Flower number 1-4	Flower number
Satt273	Sclero 2-16	Sclero
Satt273	Sclero 3-11	Sclero
Satt273	Sclero 4-7	Sclero
Satt273	Sclero 5-10	Sclero
Satt273	Sclero 8-3	Sclero
Satt273	Seed oil 37-10	Seed oil
Satt273	Seed protein 33-3	Seed protein
Satt273	Seed protein 35-4	Seed protein
Satt273	Seed protein 36-30	Seed protein
Satt273	Seed weight 15-6	Seed weight
Satt273	Seed weight 40-4	Seed weight
Satt273	Seed yield 28-7	Seed yield
Satt273	Seed yield 29-1	Seed yield
Satt273	Seed yield 31-10	Seed yield
Satt274	P use efficiency 1-2	P use efficiency
Satt274	Phytoph 10-3	Phytoph
Satt274	Plant P 3-5	Plant P
Satt274	Plant weight, dry 1-5	Plant weight, dry
satt274	Root density, lateral 2-2	Root density, lateral
Satt274	Root weight, dry 3-4	Root weight, dry
Satt274	Seed Arg 1-1	Seed Arg
Satt274	Seed coat cracking 3-3	Seed coat cracking
Satt274	Seed coat hardness 2-2	Seed coat hardness
Satt274	Seed Glu 1-3	Seed Glu
Satt274	Seed Gly 1-3	Seed Gly
Satt274	Seed Leu 1-2	Seed Leu
Satt274	Seed N at R5 1-4	Seed N at R5
Satt274	Seed oil 19-1	Seed oil
Satt274	Seed oil 24-3	Seed oil
Satt274	Seed oil 39-6	Seed oil
Satt274	Seed oil 43-9	Seed oil
Satt274	Seed Phe 1-2	Seed Phe
Satt274	Seed protein 36-11	Seed protein
Satt274	Seed protein 37-4	Seed protein
Satt274	Seed Thr 1-3	Seed Thr
Satt274	Seed tocopherol, alpha 2-3	Seed tocopherol, alpha
Satt274	Seed tocopherol, gamma 2-5	Seed tocopherol, gamma
Satt274	Seed Tyr 1-2	Seed Tyr
Satt274	Seed weight 37-10	Seed weight
Satt274	Seed weight 49-9	Seed weight
Satt274	Seed winter hardiness 1-3	Seed winter hardiness
Satt274	Shoot weight, dry 4-2	Shoot weight, dry
Satt275	Internode length 2-8	Internode length
Satt275	Reproductive period photo-thermal sensitivity 1-1	Reproductive period photo-thermal sensitivity
Satt275	SCN 36-3	SCN
Satt275	SCN 36-4	SCN
Satt275	SCN 36-5	SCN
Satt275	SCN 38-2	SCN
Satt275	SCN 40-2	SCN
Satt275	SCN 41-1	SCN
Satt275	Seed protein 28-5	Seed protein
Satt275	Seed yield 21-4	Seed yield
Satt276	Canopy wilt 2-3	Canopy wilt
Satt276	mqCanopy wilt-008	Canopy wilt
Satt276	Plant height 24-3	Plant height
Satt276	Plant height 26-4	Plant height
Satt276	Plant height 26-4	Plant height
Satt276	Plant height 26-5	Plant height
Satt276	Plant height 26-5	Plant height
Satt276	Pod maturity, beginning 2-2	Pod maturity, beginning
Satt276	Pod number 1-3	Pod number
Satt276	Pod wall width 1-4	Pod wall width
Satt276	Pod, beginning 2-2	Pod, beginning
Satt276	Seed daidzein 4-2	Seed daidzein
Satt276	Seed glycitein 8-13	Seed glycitein
Satt276	Seed isoflavone 11-15	Seed isoflavone
Satt276	Seed weight 25-1	Seed weight
Satt276	Seed weight per plant 1-2	Seed weight per plant
Satt277	First flower 18-2	First flower
Satt277	First flower 26-6	First flower
Satt277	Flood tolerance 4-1	Flood tolerance
Satt277	Flood tolerance 4-1	Flood tolerance
Satt277	Internode length 2-2	Internode length
Satt277	Internode length 2-5	Internode length
Satt277	Leaflet chlorophyll 1-9	Leaflet chlorophyll
Satt277	Lodging 27-2	Lodging
Satt277	Lodging 6-1	Lodging
Satt277	Phytoph 6-7	Phytoph
Satt277	Plant height 17-6	Plant height
Satt277	Plant height 17-9	Plant height
Satt277	Plant height 30-2	Plant height
Satt277	Plant height 35-1	Plant height
Satt277	Plant height 8-1	Plant height
Satt277	Pod maturity 25-2	Pod maturity
Satt277	Pod maturity 28-3	Pod maturity
Satt277	Pod maturity 34-1	Pod maturity
Satt277	Pod number 3-3	Pod number
Satt277	Pod number 3-3	Pod number
Satt277	Pod number 3-4	Pod number
Satt277	Pod number 3-4	Pod number
Satt277	Pod number 7-2	Pod number
Satt277	Pod wall width 1-3	Pod wall width
Satt277	Pods per node 3-2	Pods per node
Satt277	Reproductive period 1-1	Reproductive period
Satt277	SDS 11-1	SDS
Satt277	Seed coat hardness 2-1	Seed coat hardness
Satt277	Seed glycitein 10-1	Seed glycitein
Satt277	Seed length 1-5	Seed length
Satt277	Seed length 1-5	Seed length
Satt277	Seed number 2-1	Seed number
Satt277	Seed oil 23-1	Seed oil
Satt277	Seed oil 27-1	Seed oil
Satt277	Seed oil 30-5	Seed oil
Satt277	Seed oil 33-2	Seed oil
Satt277	Seed oil plus protein 1-3	Seed oil plus protein
Satt277	Seed protein 24-1	Seed protein
Satt277	Seed protein 26-7	Seed protein
Satt277	Seed protein 35-1	Seed protein
Satt277	Seed set 4-2	Seed set
Satt277	Seed stearic 5-2	Seed stearic
Satt277	Seed tocopherol, alpha 2-2	Seed tocopherol, alpha
Satt277	Seed weight 15-1	Seed weight
Satt277	Seed weight 31-2	Seed weight
Satt277	Seed weight 34-16	Seed weight
Satt277	Seed weight 36-16	Seed weight
Satt277	Seed weight 40-2	Seed weight
Satt277	Seed weight 43-1	Seed weight
Satt277	Seed weight 49-7	Seed weight
Satt277	Seed weight 6-5	Seed weight
Satt277	Seed weight per plant 5-1	Seed weight per plant
Satt277	Seed winter hardiness 1-2	Seed winter hardiness
Satt277	Seed yield 19-2	Seed yield
Satt277	Seed yield 21-1	Seed yield
Satt277	Seed yield 25-6	Seed yield
Satt277	Seed yield 28-3	Seed yield
Satt277	Seed yield 5-1	Seed yield
Satt277	Seed yield 7-1	Seed yield
Satt277	Seed yield to Plant height ratio 2-1	Seed yield to Plant height ratio
Satt277	Seed, beginning 3-2	Seed, beginning
Satt277	Somatic emb per explant 4-2	Somatic emb per explant
Satt278	Leaflet length 8-9	Leaflet length
Satt278	Leaflet length 9-10	Leaflet length
Satt278	Leaflet width 8-10	Leaflet width
Satt278	Leaflet width 9-5	Leaflet width
Satt278	Seed conglycinin, beta 2-5	Seed conglycinin, beta
Satt278	Seed oil 24-9	Seed oil
Satt278	Seed oil 43-23	Seed oil
Satt278	Seed oligosaccharide 1-3	Seed oligosaccharide
Satt278	Seed sucrose 2-4	Seed sucrose
Satt279	Seed daidzein 13-13	Seed daidzein
Satt279	Seed tocopherol, alpha 3-3	Seed tocopherol, alpha
Satt279	Seed tocopherol, total 3-5	Seed tocopherol, total
Satt280	SDS 15-7	SDS
Satt280	Seed daidzein 6-3	Seed daidzein
Satt280	Seed isoflavone 5-3	Seed isoflavone
Satt280	Seed tocopherol, gamma 1-8	Seed tocopherol, gamma
Satt280	Seed tocopherol, gamma 2-7	Seed tocopherol, gamma
Satt281	cqSeed protein-007	Seed protein
Satt281	cqSeed weight-013	Seed weight
Satt281	Plant weight 2-2	Plant weight
Satt281	Rhizoc root and hypocot rot 1-1a	Rhizoc root and hypocot rot
Satt281	Rhizoc root and hypocot rot 1-1b	Rhizoc root and hypocot rot
Satt281	Seed glycitein 7-1	Seed glycitein
Satt281	Seed protein 30-5	Seed protein
Satt281	Seed weight 45-1	Seed weight
Satt281	Seed yield 11-1	Seed yield
Satt281	Shoot weight 3-2	Shoot weight
Satt281	Stem strength, main 1-7	Stem strength, main
Satt282	Flood tolerance 4-2	Flood tolerance
Satt282	Flood tolerance 4-2	Flood tolerance
Satt282	Leaflet chlorophyll 1-5	Leaflet chlorophyll
Satt282	Plant height 40-1	Plant height
Satt282	Seed isoflavone 7-3	Seed isoflavone
Satt282	Seed length to width ratio 1-2	Seed length to width ratio
Satt282	Seed oil 41-1	Seed oil
Satt282	Seed weight 35-3	Seed weight
Satt282	Seed weight 36-3	Seed weight
Satt284	Lodging 19-2	Lodging
Satt284	Plant height 22-1	Plant height
Satt284	Seed length to width ratio 1-15	Seed length to width ratio
Satt284	Seed length to width ratio 1-16	Seed length to width ratio
Satt285	Leaflet trigonelline, dry 1-1	Leaflet trigonelline, dry
Satt285	Leaflet trigonelline, fresh 1-1	Leaflet trigonelline, fresh
Satt285	Seed isoflavone 4-1	Seed isoflavone
Satt285	Seed oil 20-3	Seed oil
Satt285	Seed viability 1-4	Seed viability
Satt285	Stem weight, dry 2-3	Stem weight, dry
Satt286	First flower 26-4	First flower
Satt286	Internode length 2-2	Internode length
Satt286	Internode length 2-4	Internode length
Satt286	Node number 7-2	Node number
Satt286	Node number 7-3	Node number
Satt286	Photoperiod insensitivity 2-1	Photoperiod insensitivity
Satt286	Pod maturity, beginning 2-1	Pod maturity, beginning
Satt286	Pod, beginning 2-1	Pod, beginning
Satt286	R/V photo-thermal sensitivity 1-1	R/V photo-thermal sensitivity
Satt286	Seed glycinin 2-5	Seed glycinin
Satt286	Seed glycinin plus beta-conglycinin 1-6	Seed glycinin plus beta-conglycinin
Satt286	Seed protein 36-7	Seed protein
Satt286	Seed tocopherol, gamma 1-3	Seed tocopherol, gamma
Satt286	Seed tocopherol, gamma 2-3	Seed tocopherol, gamma
Satt286	Seed tocopherol, total 1-2	Seed tocopherol, total
Satt286	Seed tocopherol, total 2-2	Seed tocopherol, total
Satt286	Seed yield 22-12	Seed yield
Satt286	Somatic embryogenesis 1-2	Somatic embryogenesis
Satt286	Somatic embryogenesis 1-2	Somatic embryogenesis
Satt287	Drought index 1-5	Drought index
Satt287	Leaflet area 5-1	Leaflet area
Satt287	Leaflet width 4-1	Leaflet width
Satt287	Pod maturity 9-1	Pod maturity
Satt287	Reproductive stage length 3-1	Reproductive stage length
Satt287	Seed oligosaccharide 2-5	Seed oligosaccharide
Satt287	Seed oligosaccharide 2-5	Seed oligosaccharide
Satt287	Seed sucrose 3-5	Seed sucrose
Satt287	Seed sucrose 3-5	Seed sucrose
Satt288	Plant height 26-12	Plant height
Satt288	Plant height 26-12	Plant height
Satt288	Pod borer 1-3	Pod borer
Satt288	Pod wall weight 1-3	Pod wall weight
Satt288	Seed daidzein 13-7	Seed daidzein
Satt288	Seed genistein 13-12	Seed genistein
Satt288	Seed isoflavone 2-3	Seed isoflavone
Satt288	Seed linoleic 6-10	Seed linoleic
Satt288	Seed oil 42-35	Seed oil
Satt288	Seed oleic 3-3	Seed oleic
Satt288	Seed oleic 6-8	Seed oleic
Satt288	Seed palmitic 4-4	Seed palmitic
Satt288	Seed stearic 3-2	Seed stearic
Satt288	Seed weight 37-4	Seed weight
Satt288	Seed yield 22-17	Seed yield
Satt288	Seed yield 22-18	Seed yield
Satt289	First flower 22-2	First flower
Satt289	First flower 22-2	First flower
Satt289	First flower 23-1	First flower
Satt289	First flower 26-17	First flower
Satt289	Seed genistein 2-1	Seed genistein
Satt289	Seed isoflavone 1-2	Seed isoflavone
Satt289	Seed oil plus protein 1-3	Seed oil plus protein
Satt289	Seed weight 49-6	Seed weight
Satt290	Corn earworm 9-1	Corn earworm
Satt290	First flower 24-1	First flower
Satt290	Flood tolerance 4-2	Flood tolerance
Satt290	Flood tolerance 4-2	Flood tolerance
Satt291	cqSeed protein-015	Seed protein
Satt291	Necrosis, root Mn induced 1-2	Necrosis, root Mn induced
Satt291	Necrosis, root Mn induced 1-2	Necrosis, root Mn induced
Satt291	Pod maturity 13-3	Pod maturity
Satt291	Seed abortion 1-8	Seed abortion
Satt291	Seed glycitein 7-1	Seed glycitein
Satt291	Seed height 1-6	Seed height
Satt291	Seed height 1-6	Seed height
Satt291	Seed length 3-1	Seed length
Satt291	Seed weight 33-1	Seed weight
Satt291	Seed width 1-4	Seed width
Satt291	Seed width 1-4	Seed width
Satt291	Seed width 3-1	Seed width
Satt291	Seed yield to weight ratio 2-2	Seed yield to weight ratio
Satt292	Japanese beetle resistance 1-5	Japanese beetle resistance
Satt292	Pod maturity 31-4	Pod maturity
Satt292	Pod maturity 37-4	Pod maturity
Satt292	Pod number 11-2	Pod number
satt292	Root density, lateral 2-3	Root density, lateral
Satt292	Seed Asp 1-3	Seed Asp
Satt292	Seed basic fraction 1-1	Seed basic fraction
Satt292	Seed hardness 2-12	Seed hardness
Satt292	Seed Trp 1-6	Seed Trp
Satt292	Seed weight 15-5	Seed weight
Satt293	Pod maturity 31-3	Pod maturity
Satt293	Pod maturity 37-3	Pod maturity
Satt293	Pod wall to Pod weight ratio 1-6	Pod wall to Pod weight ratio
Satt293	Seed weight 36-4	Seed weight
Satt294	Pod maturity 32-1	Pod maturity
Satt294	Pod maturity 33-1	Pod maturity
Satt294	Reproductive stage length 5-1	Reproductive stage length
Satt294	SCN 36-7	SCN
Satt294	Seed glycinin plus beta-conglycinin 1-4	Seed glycinin plus beta-conglycinin
Satt294	Seed yield 12-2	Seed yield
Satt294	Stem length, main 2-1	Stem length, main
Satt294	Total growth duration 1-2	Total growth duration
Satt296	Canopy wilt 2-1	Canopy wilt
Satt296	First flower 16-2	First flower
Satt296	First flower 16-2	First flower
Satt296	Flood tolerance 4-9	Flood tolerance
Satt296	Flood tolerance 4-9	Flood tolerance
Satt296	mqCanopy wilt-003	Canopy wilt
Satt296	mqCanopy wilt-014	Canopy wilt
Satt296	Nodule number 3-3	Nodule number
Satt296	Nodule weight per plant, dry 1-6	Nodule weight per plant, dry
Satt296	Pod dehiscence 3-6	Pod dehiscence
Satt296	Seed oil 43-10	Seed oil
Satt296	Seed protein 36-12	Seed protein
Satt296	Seed protein 36-13	Seed protein
Satt296	Shoot weight, dry 5-2	Shoot weight, dry
Satt298	mqPlant height-002	Plant height
Satt298	Root width, primary 2-1	Root width, primary
Satt298	Seed coat cracking 3-6	Seed coat cracking
Satt298	Seed weight 32-1	Seed weight
Satt300	cqSeed agglutinin-002	Seed agglutinin
Satt300	Drought tolerance 6-2	Drought tolerance
Satt300	Plant height 26-2	Plant height
Satt300	Plant height 26-2	Plant height
Satt300	Pod wall width 1-4	Pod wall width
Satt300	SCN 18-1	SCN
Satt300	Seed agglutinin 1-1	Seed agglutinin
Satt300	Seed agglutinin 2-1	Seed agglutinin
Satt300	Seed daidzein 13-12	Seed daidzein
Satt300	Seed genistein 13-10	Seed genistein
Satt300	Seed oil 42-4	Seed oil
Satt300	Seed weight per plant 1-1	Seed weight per plant
Satt300	Seed yield 23-9	Seed yield
Satt300	Seed yield 32-1	Seed yield
Satt301	Phytoph 9-5	Phytoph
Satt301	Sclero 4-2	Sclero
Satt301	Seed oleic 6-9	Seed oleic
Satt301	Seed protein 36-14	Seed protein
Satt301	Seed weight 34-17	Seed weight
Satt301:D2:93.7	Seed tocopherol, gamma 3-6	Seed tocopherol, gamma
Satt302	Canopy wilt 2-4	Canopy wilt
Satt302	Corn earworm 7-2	Corn earworm
Satt302	Drought index 1-3	Drought index
Satt302	Plant height 36-1	Plant height
Satt302	Pod maturity 30-1	Pod maturity
Satt302	Pubescence density 2-14	Pubescence density
Satt302	Pubescence density 2-8	Pubescence density
Satt302	Pubescence density 3-2	Pubescence density
Satt302	Pubescence length 1-2	Pubescence length
Satt302	Root area development 1-1	Root area development
Satt302	Root area development 1-2	Root area development
Satt302	Root diameter 1-3	Root diameter
Satt302	Root length 1-3	Root length
Satt302	Root length development 1-1	Root length development
Satt302	Root length development 1-2	Root length development
Satt302	Seed agglutinin 3-2	Seed agglutinin
Satt302	Seed daidzein 13-13	Seed daidzein
Satt302	Seed genistein 4-2	Seed genistein
Satt302	Seed glycitein 4-4	Seed glycitein
Satt302	Seed oil 37-5	Seed oil
Satt302	Seed protein 33-1	Seed protein
Satt302	Seed weight 13-8	Seed weight
Satt302	Seed weight 34-4	Seed weight
Satt302	Seed weight 35-4	Seed weight
Satt302	Seed weight 36-4	Seed weight
Satt302	Seed weight 41-1	Seed weight
Satt302	Seed weight 50-15	Seed weight
Satt303	cqSeed weight-001	Seed weight
Satt303	Flower number 1-8	Flower number
Satt303	Leaflet area 2-2	Leaflet area
Satt303	Nodule weight per plant, dry 1-10	Nodule weight per plant, dry
Satt303	Nodule weight, dry 1-2	Nodule weight, dry
Satt303	Seed length 3-2	Seed length
Satt303	Seed oil 42-34	Seed oil
Satt303	Seed weight 27-1	Seed weight
Satt303	Seed width 3-3	Seed width
Satt303	Shoot weight, dry 1-2	Shoot weight, dry
Satt303	Somatic emb per explant 2-3	Somatic emb per explant
Satt304	Phytoph 11-22	Phytoph
Satt304	Phytoph 9-4	Phytoph
Satt304	Seed weight 13-2	Seed weight
Satt304	Seed weight 23-1	Seed weight
Satt305	Necrosis, root Mn induced 1-3	Necrosis, root Mn induced
Satt305	Necrosis, root Mn induced 1-3	Necrosis, root Mn induced
Satt306	Plant height 37-5	Plant height
Satt306	Seed weight 12-4	Seed weight
Satt306	Seed weight per plant 6-9	Seed weight per plant
Satt307	Canopy wilt 3-12	Canopy wilt
Satt307	Internode length 1-10	Internode length
Satt307	Internode length 1-10	Internode length
Satt307	Internode length 1-3	Internode length
Satt307	Internode length 1-3	Internode length
Satt307	Nodule number 3-5	Nodule number
Satt307	Phytoph 6-8	Phytoph
Satt307	Pod maturity 22-3	Pod maturity
Satt307	Pod maturity 34-3	Pod maturity
Satt307	SDS 16-5	SDS
Satt307	SDS 16-6	SDS
Satt307	SDS 8-2	SDS
Satt307	Seed genistein 11-1	Seed genistein
Satt307	Seed weight 24-1	Seed weight
Satt307	Seed weight 34-16	Seed weight
Satt307	Somatic embryogenesis 1-1	Somatic embryogenesis
Satt307	Somatic embryogenesis 1-1	Somatic embryogenesis
Satt308	Plant height 37-6	Plant height
Satt308	Pod maturity 34-6	Pod maturity
Satt308	Seed oil 34-5	Seed oil
Satt308	Seed protein 21-11	Seed protein
Satt308	Seed protein 34-3	Seed protein
Satt308	Seed yield 15-9	Seed yield
Satt309	First flower 21-4	First flower
Satt309	Leaflet chlorophyll 1-2	Leaflet chlorophyll
Satt309	Lodging 20-7	Lodging
Satt309	Plant height 23-3	Plant height
Satt309	Pod maturity 22-6	Pod maturity
Satt309	Root nodule weight, dry 2-2	Root nodule weight, dry
Satt309	SCN 14-2	SCN
Satt309	SCN 23-3	SCN
Satt309	SCN 24-2	SCN
Satt309	SCN 25-2	SCN
Satt309	SCN 26-3	SCN
Satt309	SCN 28-1	SCN
Satt309	SCN 28-3	SCN
Satt309	SCN 30-1	SCN
Satt309	SCN 30-2	SCN
Satt309	SCN 32-1	SCN
Satt309	SCN 32-1	SCN
Satt309	SCN 33-1	SCN
Satt309	SCN 33-1	SCN
Satt309	SCN 33-3	SCN
Satt309	SCN 33-3	SCN
Satt309	SCN 33-5	SCN
Satt309	SCN 33-5	SCN
Satt309	SCN 36-3	SCN
Satt309	SCN 36-4	SCN
Satt309	SCN 36-5	SCN
Satt309	SCN 38-2	SCN
Satt309	SCN 39-3	SCN
Satt309	SCN 41-1	SCN
Satt309	SCN 41-2	SCN
Satt309	SCN 41-3	SCN
Satt309	SCN 47-1	SCN
