#ID	pathway	protein
6882558	mevalonate pathway	MTR_5g087550
6882558	mevalonate pathway	MTR_4g134090
6882558	mevalonate pathway	MTR_6g089570
6882563	IAA biosynthesis II	MTR_3g093030
6882563	IAA biosynthesis II	MTR_2g097540
6882563	IAA biosynthesis II	MTR_8g015510
6882563	IAA biosynthesis II	MTR_2g100560
6882563	IAA biosynthesis II	MTR_2g097530
6882563	IAA biosynthesis II	MTR_3g088590
6882563	IAA biosynthesis II	MTR_2g100520
6882563	IAA biosynthesis II	MTR_2g100510
6882652	PRPP biosynthesis I	MTR_5g033300
6882652	PRPP biosynthesis I	MTR_5g075540
6882652	PRPP biosynthesis I	MTR_4g098820
6882576	CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)	MTR_7g081220
6882576	CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)	MTR_1g057850
6882641	divinyl ether biosynthesis II (13-LOX)	MTR_4g066170
6882641	divinyl ether biosynthesis II (13-LOX)	MTR_3g079420
6882641	divinyl ether biosynthesis II (13-LOX)	MTR_3g079450
6882641	divinyl ether biosynthesis II (13-LOX)	MTR_4g088810
6882641	divinyl ether biosynthesis II (13-LOX)	MTR_3g479460
6882641	divinyl ether biosynthesis II (13-LOX)	MTR_7g012030
6882641	divinyl ether biosynthesis II (13-LOX)	MTR_8g020970
6882666	citrulline-nitric oxide cycle	MTR_2g060420
6882666	citrulline-nitric oxide cycle	MTR_5g042880
6882666	citrulline-nitric oxide cycle	MTR_3g100220
6882666	citrulline-nitric oxide cycle	MTR_3g088970
6882666	citrulline-nitric oxide cycle	MTR_4g103680
6882666	citrulline-nitric oxide cycle	MTR_3g088940
6882691	Ethylene mediated signaling	MTR_1g073840
6882691	Ethylene mediated signaling	MTR_0041s0030
6882691	Ethylene mediated signaling	MTR_2g035840
6882691	Ethylene mediated signaling	MTR_7g116330
6882691	Ethylene mediated signaling	MTR_1g044210
6882691	Ethylene mediated signaling	MTR_4g114640
6882691	Ethylene mediated signaling	MTR_1g061190
6882691	Ethylene mediated signaling	MTR_1g050690
6882691	Ethylene mediated signaling	MTR_3g107280
6882691	Ethylene mediated signaling	MTR_1g016390
6882691	Ethylene mediated signaling	MTR_4g100380
6882691	Ethylene mediated signaling	MTR_4g094695
6882691	Ethylene mediated signaling	MTR_1g079790
6882691	Ethylene mediated signaling	MTR_1g012520
6882691	Ethylene mediated signaling	MTR_7g109150
6882691	Ethylene mediated signaling	MTR_4g114650
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_3g024520
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_5g022020
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_8g075830
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_3g025260
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_3g025230
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_3g058610
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_3g025250
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_4g109470
6882649	leucopelargonidin and leucocyanidin biosynthesis	MTR_8g075890
6882616	ascorbate biosynthesis	MTR_4g133690
6882616	ascorbate biosynthesis	MTR_5g065880
6882616	ascorbate biosynthesis	MTR_7g007320
6882616	ascorbate biosynthesis	MTR_4g084270
6882616	ascorbate biosynthesis	MTR_7g076670
6882616	ascorbate biosynthesis	MTR_3g069070
6882616	ascorbate biosynthesis	MTR_1g094980
6882616	ascorbate biosynthesis	MTR_5g080770
6882616	ascorbate biosynthesis	MTR_6g009330
6882648	leucodelphinidin biosynthesis	MTR_3g024520
6882648	leucodelphinidin biosynthesis	MTR_5g022020
6882648	leucodelphinidin biosynthesis	MTR_8g075830
6882648	leucodelphinidin biosynthesis	MTR_3g025260
6882648	leucodelphinidin biosynthesis	MTR_3g025230
6882648	leucodelphinidin biosynthesis	MTR_3g058610
6882648	leucodelphinidin biosynthesis	MTR_3g025250
6882648	leucodelphinidin biosynthesis	MTR_4g109470
6882648	leucodelphinidin biosynthesis	MTR_8g075890
6882675	asparagine degradation I	MTR_8g031580
6882675	asparagine degradation I	MTR_3g110065
6882675	asparagine degradation I	MTR_8g091280
6882675	asparagine degradation I	MTR_4g080130
6882675	asparagine degradation I	MTR_4g109900
6882675	asparagine degradation I	MTR_4g109920
6882675	asparagine degradation I	MTR_1g018760
6882675	asparagine degradation I	MTR_4g080140
6882675	asparagine degradation I	MTR_7g106830
6882675	asparagine degradation I	MTR_1g013050
6882675	asparagine degradation I	MTR_3g008180
6882675	asparagine degradation I	MTR_1g094030
6882675	asparagine degradation I	MTR_3g102370
6882605	beta-alanine biosynthesis III	MTR_5g089200
6882605	beta-alanine biosynthesis III	MTR_6g071210
6882605	beta-alanine biosynthesis III	MTR_4g093580
6882605	beta-alanine biosynthesis III	MTR_4g093570
6882605	beta-alanine biosynthesis III	MTR_5g089280
6882644	cellulose biosynthesis	MTR_1g069605
6882644	cellulose biosynthesis	MTR_3g107520
6882644	cellulose biosynthesis	MTR_1g039445
6882644	cellulose biosynthesis	MTR_2g016630
6882644	cellulose biosynthesis	MTR_7g109200
6882644	cellulose biosynthesis	MTR_2g035780
6882644	cellulose biosynthesis	MTR_7g116230
6882644	cellulose biosynthesis	MTR_2g438220
6882644	cellulose biosynthesis	MTR_4g130510
6882644	cellulose biosynthesis	MTR_4g077910
6882644	cellulose biosynthesis	MTR_8g086600
6882644	cellulose biosynthesis	MTR_1g039480
6882644	cellulose biosynthesis	MTR_8g037260
6882644	cellulose biosynthesis	MTR_3g030040
6882644	cellulose biosynthesis	MTR_7g106680
6882569	carotenoid biosynthesis	MTR_7g116630
6882569	carotenoid biosynthesis	MTR_5g076620
6882569	carotenoid biosynthesis	MTR_1g062190
6882569	carotenoid biosynthesis	MTR_8g092050
6882569	carotenoid biosynthesis	MTR_7g090150
6882569	carotenoid biosynthesis	MTR_1g081290
6882581	aminopropanol biosynthesis	MTR_6g012160
6882581	aminopropanol biosynthesis	MTR_8g095220
6882581	aminopropanol biosynthesis	MTR_3g093620
6882581	aminopropanol biosynthesis	MTR_2g078520
6882581	aminopropanol biosynthesis	MTR_7g034395
6882581	aminopropanol biosynthesis	MTR_8g064610
6882581	aminopropanol biosynthesis	MTR_4g086400
6882581	aminopropanol biosynthesis	MTR_4g086410
6882581	aminopropanol biosynthesis	MTR_4g036150
6882581	aminopropanol biosynthesis	MTR_6g012170
6882654	beta-alanine biosynthesis II	MTR_7g068850
6882654	beta-alanine biosynthesis II	MTR_8g090375
6882654	beta-alanine biosynthesis II	MTR_3g046330
6882654	beta-alanine biosynthesis II	MTR_6g087670
6882654	beta-alanine biosynthesis II	MTR_8g010580
6882685	Mitochondrial pyruvate metabolism	MTR_4g123070
6882606	geranyldiphosphate biosynthesis	MTR_4g095055
6882606	geranyldiphosphate biosynthesis	MTR_2g027300
6882694	alanine biosynthesis III	MTR_5g014820
6882694	alanine biosynthesis III	MTR_3g083980
6882582	stachyose biosynthesis	MTR_7g109920
6882582	stachyose biosynthesis	MTR_7g111850
6882582	stachyose biosynthesis	MTR_4g132185
6882582	stachyose biosynthesis	MTR_7g091880
6882582	stachyose biosynthesis	MTR_1g052515
6882582	stachyose biosynthesis	MTR_1g084660
6882582	stachyose biosynthesis	MTR_1g084670
6882573	pyridoxal 5'-phosphate salvage pathway	MTR_4g007990
6882573	pyridoxal 5'-phosphate salvage pathway	MTR_3g100890
6882573	pyridoxal 5'-phosphate salvage pathway	MTR_5g079730
6882573	pyridoxal 5'-phosphate salvage pathway	MTR_8g027365
6882660	UDP-L-arabinose biosynthesis I (from UDP-xylose)	MTR_2g032100
6882660	UDP-L-arabinose biosynthesis I (from UDP-xylose)	MTR_8g089180
6882657	anthocyanin biosynthesis (delphinidin 3-O-glucoside)	MTR_5g011250
6882532	alanine biosynthesis II	MTR_5g033230
6882583	UDP-D-glucuronate biosynthesis (from myo-inositol)	MTR_3g088650
6882583	UDP-D-glucuronate biosynthesis (from myo-inositol)	MTR_8g015220
6882583	UDP-D-glucuronate biosynthesis (from myo-inositol)	MTR_6g004430
6882586	kievitone biosynthesis	MTR_2g027300
6882703	Jasmonic acid signaling	MTR_8g037720
6882703	Jasmonic acid signaling	MTR_3g065980
6882703	Jasmonic acid signaling	MTR_8g027955
6882703	Jasmonic acid signaling	MTR_3g100040
6882703	Jasmonic acid signaling	MTR_3g032570
6882703	Jasmonic acid signaling	MTR_3g070140
6882703	Jasmonic acid signaling	MTR_7g096810
6882703	Jasmonic acid signaling	MTR_4g125470
6882703	Jasmonic acid signaling	MTR_1g069940
6882703	Jasmonic acid signaling	MTR_4g093730
6882703	Jasmonic acid signaling	MTR_7g094190
6882703	Jasmonic acid signaling	MTR_1g069960
6882703	Jasmonic acid signaling	MTR_8g027965
6882703	Jasmonic acid signaling	MTR_1g069945
6882703	Jasmonic acid signaling	MTR_8g027970
6882703	Jasmonic acid signaling	MTR_1g047730
6882703	Jasmonic acid signaling	MTR_2g438180
6882703	Jasmonic acid signaling	MTR_5g081870
6882703	Jasmonic acid signaling	MTR_8g070780
6882703	Jasmonic acid signaling	MTR_7g117110
6882703	Jasmonic acid signaling	MTR_6g087140
6882703	Jasmonic acid signaling	MTR_1g074310
6882703	Jasmonic acid signaling	MTR_4g054740
6882703	Jasmonic acid signaling	MTR_7g112460
6882703	Jasmonic acid signaling	MTR_8g027920
6882703	Jasmonic acid signaling	MTR_7g096830
6882703	Jasmonic acid signaling	MTR_5g030430
6882703	Jasmonic acid signaling	MTR_8g070770
6882703	Jasmonic acid signaling	MTR_7g096780
6882703	Jasmonic acid signaling	MTR_1g083700
6882703	Jasmonic acid signaling	MTR_8g070790
6882703	Jasmonic acid signaling	MTR_8g067280
6882703	Jasmonic acid signaling	MTR_4g120900
6882590	trans,trans-farnesyl diphosphate biosynthesis	MTR_4g095055
6882590	trans,trans-farnesyl diphosphate biosynthesis	MTR_5g019460
6882590	trans,trans-farnesyl diphosphate biosynthesis	MTR_2g027300
6882590	trans,trans-farnesyl diphosphate biosynthesis	MTR_8g078070
6882567	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	MTR_5g011250
6882621	ent-kaurene biosynthesis	MTR_3g058160
6882621	ent-kaurene biosynthesis	MTR_7g011663
6882621	ent-kaurene biosynthesis	MTR_2g064295
6882621	ent-kaurene biosynthesis	MTR_7g094970
6882621	ent-kaurene biosynthesis	MTR_7g011770
6882700	Xylan Biosynthesis	MTR_3g111060
6882700	Xylan Biosynthesis	MTR_1g019540
6882700	Xylan Biosynthesis	MTR_1g019530
6882700	Xylan Biosynthesis	MTR_3g110142
6882655	salicylate biosynthesis	MTR_5g098720
6882655	salicylate biosynthesis	MTR_7g101425
6882655	salicylate biosynthesis	MTR_2g094960
6882655	salicylate biosynthesis	MTR_1g094780
6882655	salicylate biosynthesis	MTR_1g064090
6882655	salicylate biosynthesis	MTR_7g101395
6882676	homocysteine biosynthesis	MTR_5g020260
6882676	homocysteine biosynthesis	MTR_8g077290
6882676	homocysteine biosynthesis	MTR_5g020320
6882676	homocysteine biosynthesis	MTR_5g020250
6882537	jasmonic acid biosynthesis	MTR_1g034320
6882537	jasmonic acid biosynthesis	MTR_4g066170
6882537	jasmonic acid biosynthesis	MTR_1g021652
6882537	jasmonic acid biosynthesis	MTR_6g092790
6882537	jasmonic acid biosynthesis	MTR_2g087890
6882537	jasmonic acid biosynthesis	MTR_4g088810
6882537	jasmonic acid biosynthesis	MTR_6g017165
6882537	jasmonic acid biosynthesis	MTR_4g125470
6882537	jasmonic acid biosynthesis	MTR_5g053950
6882537	jasmonic acid biosynthesis	MTR_3g079420
6882537	jasmonic acid biosynthesis	MTR_6g091750
6882537	jasmonic acid biosynthesis	MTR_1g026860
6882537	jasmonic acid biosynthesis	MTR_3g079450
6882537	jasmonic acid biosynthesis	MTR_3g479460
6882537	jasmonic acid biosynthesis	MTR_6g091720
6882537	jasmonic acid biosynthesis	MTR_4g068550
6882537	jasmonic acid biosynthesis	MTR_7g417750
6882537	jasmonic acid biosynthesis	MTR_4g069020
6882537	jasmonic acid biosynthesis	MTR_6g091700
6882537	jasmonic acid biosynthesis	MTR_8g101550
6882537	jasmonic acid biosynthesis	MTR_3g111530
6882537	jasmonic acid biosynthesis	MTR_8g020970
6882537	jasmonic acid biosynthesis	MTR_1g034330
6882537	jasmonic acid biosynthesis	MTR_7g012030
6882537	jasmonic acid biosynthesis	MTR_6g017155
6882681	ammonia assimilation cycle	MTR_5g077950
6882681	ammonia assimilation cycle	MTR_6g071070
6882681	ammonia assimilation cycle	MTR_3g065250
6882650	phylloquinone biosynthesis	MTR_8g469150
6882650	phylloquinone biosynthesis	MTR_8g064990
6882650	phylloquinone biosynthesis	MTR_7g009330
6882650	phylloquinone biosynthesis	MTR_6g011390
6882642	secologanin and strictosidine biosynthesis	MTR_7g090310
6882642	secologanin and strictosidine biosynthesis	MTR_2g029450
6882642	secologanin and strictosidine biosynthesis	MTR_8g028060
6882642	secologanin and strictosidine biosynthesis	MTR_2g099030
6882642	secologanin and strictosidine biosynthesis	MTR_2g029430
6882642	secologanin and strictosidine biosynthesis	MTR_2g042370
6882642	secologanin and strictosidine biosynthesis	MTR_8g074210
6882642	secologanin and strictosidine biosynthesis	MTR_8g074170
6882642	secologanin and strictosidine biosynthesis	MTR_7g098730
6882642	secologanin and strictosidine biosynthesis	MTR_7g098700
6882642	secologanin and strictosidine biosynthesis	MTR_4g050190
6882642	secologanin and strictosidine biosynthesis	MTR_8g074270
6882642	secologanin and strictosidine biosynthesis	MTR_2g042420
6882642	secologanin and strictosidine biosynthesis	MTR_2g087780
6882642	secologanin and strictosidine biosynthesis	MTR_2g042430
6882642	secologanin and strictosidine biosynthesis	MTR_7g090320
6882594	lysine biosynthesis II	MTR_3g084500
6882594	lysine biosynthesis II	MTR_3g118430
6882594	lysine biosynthesis II	MTR_7g083920
6882594	lysine biosynthesis II	MTR_8g028145
6882594	lysine biosynthesis II	MTR_7g075090
6882594	lysine biosynthesis II	MTR_1g101400
6882594	lysine biosynthesis II	MTR_6g033260
6882594	lysine biosynthesis II	MTR_2g065470
6882594	lysine biosynthesis II	MTR_8g105860
6882594	lysine biosynthesis II	MTR_4g103920
6882594	lysine biosynthesis II	MTR_6g022630
6882594	lysine biosynthesis II	MTR_8g083210
6882594	lysine biosynthesis II	MTR_1g012540
6882594	lysine biosynthesis II	MTR_1g088775
6882594	lysine biosynthesis II	MTR_5g022700
6882594	lysine biosynthesis II	MTR_3g085850
6882598	isoleucine biosynthesis from threonine	MTR_2g013120
6882598	isoleucine biosynthesis from threonine	MTR_5g014960
6882598	isoleucine biosynthesis from threonine	MTR_7g069500
6882598	isoleucine biosynthesis from threonine	MTR_2g015560
6882598	isoleucine biosynthesis from threonine	MTR_3g103580
6882598	isoleucine biosynthesis from threonine	MTR_2g089340
6882598	isoleucine biosynthesis from threonine	MTR_4g092590
6882598	isoleucine biosynthesis from threonine	MTR_8g088600
6882598	isoleucine biosynthesis from threonine	MTR_1g061800
6882598	isoleucine biosynthesis from threonine	MTR_4g017200
6882598	isoleucine biosynthesis from threonine	MTR_3g099190
6882598	isoleucine biosynthesis from threonine	MTR_5g076080
6882598	isoleucine biosynthesis from threonine	MTR_2g091205
6882598	isoleucine biosynthesis from threonine	MTR_4g092580
6882598	isoleucine biosynthesis from threonine	MTR_4g079780
6882598	isoleucine biosynthesis from threonine	MTR_5g046610
6882598	isoleucine biosynthesis from threonine	MTR_2g009330
6882598	isoleucine biosynthesis from threonine	MTR_2g027220
6882598	isoleucine biosynthesis from threonine	MTR_7g069540
6882538	13-LOX and 13-HPL pathway	MTR_4g066170
6882538	13-LOX and 13-HPL pathway	MTR_3g079420
6882538	13-LOX and 13-HPL pathway	MTR_3g079450
6882538	13-LOX and 13-HPL pathway	MTR_4g088810
6882538	13-LOX and 13-HPL pathway	MTR_3g479460
6882538	13-LOX and 13-HPL pathway	MTR_7g012030
6882538	13-LOX and 13-HPL pathway	MTR_8g020970
6882683	resveratrol biosynthesis	MTR_7g084300
6882615	pinobanksin biosynthesis	MTR_1g115840
6882615	pinobanksin biosynthesis	MTR_1g115890
6882615	pinobanksin biosynthesis	MTR_2g072510
6882615	pinobanksin biosynthesis	MTR_7g084300
6882615	pinobanksin biosynthesis	MTR_1g115850
6882615	pinobanksin biosynthesis	MTR_1g115820
6882615	pinobanksin biosynthesis	MTR_7g027135
6882615	pinobanksin biosynthesis	MTR_1g115870
6882585	oleoresin monoterpene volatiles biosynthesis	MTR_4g100730
6882619	glutathione redox reactions II	MTR_1g070505
6882619	glutathione redox reactions II	MTR_6g033515
6882600	galactose degradation II	MTR_8g096880
6882600	galactose degradation II	MTR_5g076830
6882600	galactose degradation II	MTR_7g108930
6882600	galactose degradation II	MTR_6g478000
6882600	galactose degradation II	MTR_1g088170
6882600	galactose degradation II	MTR_4g134490
6882600	galactose degradation II	MTR_5g009170
6882600	galactose degradation II	MTR_4g122670
6882600	galactose degradation II	MTR_3g064610
6882600	galactose degradation II	MTR_8g099535
6882600	galactose degradation II	MTR_5g009160
6882529	tetrahydrofolate biosynthesis II	MTR_7g106600
6882529	tetrahydrofolate biosynthesis II	MTR_7g106580
6882529	tetrahydrofolate biosynthesis II	MTR_1g108690
6882529	tetrahydrofolate biosynthesis II	MTR_3g117080
6882529	tetrahydrofolate biosynthesis II	MTR_2g088720
6882529	tetrahydrofolate biosynthesis II	MTR_5g044980
6882529	tetrahydrofolate biosynthesis II	MTR_3g069180
6882529	tetrahydrofolate biosynthesis II	MTR_5g059390
6882529	tetrahydrofolate biosynthesis II	MTR_1g116140
6882529	tetrahydrofolate biosynthesis II	MTR_5g081250
6882529	tetrahydrofolate biosynthesis II	MTR_8g098345
6882529	tetrahydrofolate biosynthesis II	MTR_6g015630
6882529	tetrahydrofolate biosynthesis II	MTR_4g070670
6882529	tetrahydrofolate biosynthesis II	MTR_3g069160
6882611	leucine biosynthesis	MTR_4g011180
6882611	leucine biosynthesis	MTR_8g074030
6882611	leucine biosynthesis	MTR_5g014960
6882611	leucine biosynthesis	MTR_5g022940
6882611	leucine biosynthesis	MTR_3g103580
6882611	leucine biosynthesis	MTR_1g064070
6882611	leucine biosynthesis	MTR_4g092590
6882611	leucine biosynthesis	MTR_5g023740
6882611	leucine biosynthesis	MTR_1g116500
6882611	leucine biosynthesis	MTR_4g092580
6882611	leucine biosynthesis	MTR_3g101470
6882611	leucine biosynthesis	MTR_1g073200
6882611	leucine biosynthesis	MTR_7g033125
6882611	leucine biosynthesis	MTR_1g045750
6882672	fructan degradation	MTR_1g059700
6882672	fructan degradation	MTR_7g105050
6882544	pantothenate biosynthesis I	MTR_4g037305
6882544	pantothenate biosynthesis I	MTR_4g037245
6882544	pantothenate biosynthesis I	MTR_4g037315
6882544	pantothenate biosynthesis I	MTR_7g058920
6882544	pantothenate biosynthesis I	MTR_5g014960
6882544	pantothenate biosynthesis I	MTR_4g092580
6882544	pantothenate biosynthesis I	MTR_8g028555
6882544	pantothenate biosynthesis I	MTR_3g103580
6882544	pantothenate biosynthesis I	MTR_4g092590
6882618	phenylalanine biosynthesis I	MTR_3g106000
6882618	phenylalanine biosynthesis I	MTR_8g091280
6882618	phenylalanine biosynthesis I	MTR_8g061360
6882618	phenylalanine biosynthesis I	MTR_2g090615
6882618	phenylalanine biosynthesis I	MTR_1g013820
6882618	phenylalanine biosynthesis I	MTR_2g084875
6882618	phenylalanine biosynthesis I	MTR_4g055310
6882618	phenylalanine biosynthesis I	MTR_7g106830
6882618	phenylalanine biosynthesis I	MTR_4g061070
6882618	phenylalanine biosynthesis I	MTR_5g043210
6882618	phenylalanine biosynthesis I	MTR_6g013425
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_3g101500
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_4g024600
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_2g096660
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_0034s0060
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_8g089180
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_2g073240
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_3g084090
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_4g063600
6882659	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	MTR_4g129820
